SEASON,SEASON_TYPE,TEAM_ABB,GP,WIN,LOSE,W_PCT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
2018-19,pre-season,MIA,4,2,2,.500,13,43.2,0.636,17.6,23.5,50.0,0.269,15.6,13.3
2018-19,pre-season,OKC,2,1,1,.500,13,38.0,0.600,16.7,36.4,52.1,0.333,16.7,25.0
2018-19,pre-season,PHI,2,1,1,.500,6,54.2,0.167,21.4,33.3,77.8,1.111,0.0,20.0
2018-19,pre-season,PHX,2,1,1,.500,6,50.0,0.900,18.8,42.9,56.3,1.750,6.3,0.0
2018-19,pre-season,POR,2,1,1,.500,7,46.2,0.385,23.5,33.3,60.7,0.571,5.9,37.5
2018-19,pre-season,SAS,2,1,1,.500,6,77.3,0.455,7.1,25.0,70.8,0.083,14.3,40.0
2018-19,pre-season,BOS,3,1,2,.333,8,53.3,0.200,11.8,28.6,53.3,0.467,15.8,12.5
2018-19,pre-season,DAL,3,1,2,.333,11,70.6,1.118,7.1,20.0,56.8,0.500,17.9,45.5
2018-19,pre-season,DET,3,1,2,.333,20,40.8,0.289,15.0,40.0,51.5,0.091,22.5,25.0
2018-19,pre-season,SAC,3,1,2,.333,15,44.4,0.815,10.8,38.9,55.6,0.667,14.3,41.2
2018-19,pre-season,CHI,2,0,2,.000,6,27.8,0.222,18.2,28.6,30.0,1.200,6.7,22.2
2018-19,pre-season,GSW,2,0,2,.000,5,20.0,0.000,9.1,0.0,30.8,0.231,7.7,27.3
2018-19,pre-season,IND,1,0,1,.000,10,26.5,0.235,31.8,38.5,40.6,0.500,9.1,9.1
2018-19,pre-season,MIL,1,0,1,.000,9,50.0,0.313,19.0,27.3,50.0,0.813,19.0,46.2
2018-19,pre-season,NOP,1,0,1,.000,1,0.0,0.500,0.0,0.0,50.0,0.250,0.0,0.0
2018-19,pre-season,-,1,0,1,.000,1,0.0,0.000,0.0,0.0,0.0,4.000,20.0,0.0
2018-19,pre-season,ORL,1,0,1,.000,5,31.3,0.250,20.0,14.3,33.3,0.333,27.3,0.0
2018-19,regular-season,DEN,46,31,15,.674,152,50.4,0.430,15.5,41.8,44.0,0.444,12.9,29.0
2018-19,regular-season,PHI,45,30,15,.667,165,51.9,0.667,14.0,30.8,48.8,0.421,10.8,31.4
2018-19,regular-season,LAC,43,27,16,.628,155,54.6,0.594,12.3,29.3,45.0,0.298,14.1,34.1
2018-19,regular-season,MIL,36,22,14,.611,138,53.6,0.420,14.1,35.4,54.5,0.408,13.9,28.8
2018-19,regular-season,TOR,38,23,15,.605,173,49.2,0.335,10.4,33.3,49.3,0.412,16.3,33.9
2018-19,regular-season,SAS,40,24,16,.600,160,52.9,0.368,9.1,25.3,51.6,0.299,9.5,32.0
2018-19,regular-season,POR,42,25,17,.595,142,48.0,0.441,9.1,40.3,45.1,0.442,9.8,31.6
2018-19,regular-season,HOU,41,24,17,.585,147,46.4,0.630,11.0,34.0,51.5,0.492,10.5,32.2
2018-19,regular-season,GSW,35,20,15,.571,138,51.9,0.412,11.4,23.2,45.9,0.457,11.9,31.1
2018-19,regular-season,IND,41,23,18,.561,121,56.3,0.350,14.1,28.3,47.2,0.317,10.5,29.8
2018-19,regular-season,BOS,42,23,19,.548,148,57.3,0.443,10.0,27.5,54.9,0.413,14.8,37.3
2018-19,regular-season,BKN,44,24,20,.545,183,52.0,0.427,12.6,35.0,47.5,0.413,11.4,40.4
2018-19,regular-season,SAC,49,24,25,.490,162,46.4,0.461,8.9,29.7,50.3,0.437,14.5,33.7
2018-19,regular-season,LAL,43,21,22,.488,144,50.6,0.483,12.3,39.3,49.2,0.629,10.4,28.1
2018-19,regular-season,ATL,41,20,21,.488,165,51.6,0.435,12.8,25.1,45.2,0.450,13.3,34.0
2018-19,regular-season,OKC,46,22,24,.478,174,44.2,0.514,11.4,37.9,49.7,0.467,14.4,31.9
2018-19,regular-season,DET,42,20,22,.476,173,51.2,0.416,13.2,37.9,54.0,0.422,10.5,25.6
2018-19,regular-season,ORL,47,22,25,.468,165,45.6,0.365,14.4,31.6,48.5,0.415,12.5,19.6
2018-19,regular-season,MIA,45,21,24,.467,158,43.1,0.399,14.5,37.4,45.7,0.492,14.8,27.5
2018-19,regular-season,CHA,39,18,21,.462,159,46.8,0.400,8.1,30.2,50.5,0.411,8.2,27.3
2018-19,regular-season,UTA,33,15,18,.455,109,47.7,0.533,14.2,40.0,48.5,0.415,10.8,36.6
2018-19,regular-season,DAL,46,20,26,.435,171,45.3,0.437,9.3,28.4,50.3,0.405,8.6,27.5
2018-19,regular-season,MIN,45,19,26,.422,172,44.2,0.391,13.4,38.5,49.8,0.399,11.0,39.0
2018-19,regular-season,MEM,47,19,28,.404,193,47.7,0.452,11.1,25.7,49.2,0.498,13.6,35.2
2018-19,regular-season,CHI,39,15,24,.385,163,49.2,0.342,15.9,29.5,50.5,0.409,13.6,31.2
2018-19,regular-season,WAS,39,15,24,.385,181,48.0,0.373,14.1,37.9,49.5,0.462,14.6,44.4
2018-19,regular-season,CLE,34,13,21,.382,101,45.5,0.309,10.4,29.5,45.8,0.505,8.7,34.1
2018-19,regular-season,NOP,45,17,28,.378,144,45.2,0.409,9.3,27.1,49.4,0.523,10.5,31.6
2018-19,regular-season,PHX,33,12,21,.364,148,52.3,0.328,14.7,32.4,51.1,0.592,11.3,37.1
2018-19,regular-season,NYK,34,11,23,.324,130,46.2,0.559,12.2,32.2,48.1,0.362,12.8,36.5
2018-19,playoffs,LAC,2,2,0,1.000,9,81.8,0.818,17.6,25.0,43.8,0.188,31.6,50.0
2018-19,playoffs,BOS,4,3,1,.750,8,71.9,0.188,0.0,28.6,50.0,0.111,16.7,0.0
2018-19,playoffs,GSW,13,8,5,.615,58,47.1,0.350,15.4,44.6,47.4,0.323,14.9,30.0
2018-19,playoffs,TOR,12,7,5,.583,58,48.9,0.537,13.7,39.7,50.6,0.440,20.6,40.4
2018-19,playoffs,POR,9,5,4,.556,53,44.9,0.213,4.6,32.8,50.0,0.267,17.1,46.0
2018-19,playoffs,HOU,8,4,4,.500,35,42.2,0.588,17.6,41.7,46.9,0.375,7.1,31.7
2018-19,playoffs,ORL,2,1,1,.500,6,62.5,0.000,9.1,50.0,59.1,0.182,23.1,60.0
2018-19,playoffs,PHI,4,2,2,.500,18,53.8,0.654,19.4,46.7,46.2,0.462,27.0,35.3
2018-19,playoffs,DEN,7,3,4,.429,44,47.9,0.343,18.8,42.5,45.8,0.250,6.9,39.2
2018-19,playoffs,MIL,5,2,3,.400,29,45.6,0.378,17.6,41.4,44.7,0.638,8.9,40.0
2018-19,playoffs,OKC,3,1,2,.333,5,66.7,0.111,15.4,25.0,66.7,1.111,0.0,50.0
2018-19,playoffs,SAS,3,1,2,.333,10,39.3,0.571,10.5,22.2,34.2,0.316,10.0,38.5
2018-19,playoffs,BKN,1,0,1,.000,5,43.8,0.000,45.5,40.0,63.6,0.182,18.2,80.0
2018-19,playoffs,IND,3,0,3,.000,8,50.0,0.000,18.2,0.0,71.9,0.188,0.0,28.6
2018-19,playoffs,UTA,2,0,2,.000,9,42.1,0.105,10.0,16.7,35.7,1.071,9.5,33.3
2018-19,all-star,-,1,1,0,1.000,1,125.0,0.000,0.0,0.0,0.0,0.000,100,100
2018-19,all-star,-,1,0,1,.000,1,0.0,0.000,100,100,125.0,0.000,0.0,0.0
2019-20,pre-season,ATL,1,1,0,1.000,5,25.0,1.333,25.0,33.3,33.3,0.222,25.0,14.3
2019-20,pre-season,BOS,1,1,0,1.000,2,0.0,6.000,40.0,50.0,100,0.000,50.0,0.0
2019-20,pre-season,DET,2,2,0,1.000,3,75.0,1.333,10.0,100,14.3,0.286,11.1,0.0
2019-20,pre-season,MIL,3,3,0,1.000,8,70.0,0.200,20.0,16.7,18.2,0.909,25.0,41.7
2019-20,pre-season,NOP,3,3,0,1.000,12,47.5,0.600,16.7,14.3,40.0,0.240,20.7,41.2
2019-20,pre-season,DEN,5,4,1,.800,9,46.7,0.667,9.1,33.3,35.3,0.235,15.8,27.3
2019-20,pre-season,BKN,3,2,1,.667,13,67.5,0.700,15.6,27.3,31.3,0.417,19.4,29.4
2019-20,pre-season,HOU,3,2,1,.667,11,42.0,0.400,25.8,47.1,37.5,0.650,28.6,42.9
2019-20,pre-season,LAC,3,2,1,.667,10,55.9,1.000,8.0,25.0,35.0,0.450,9.1,37.5
2019-20,pre-season,TOR,3,2,1,.667,10,47.5,0.750,21.4,41.7,34.1,0.545,24.1,47.1
2019-20,pre-season,IND,5,3,2,.600,12,62.5,0.300,32.3,30.0,44.6,0.500,11.8,31.6
2019-20,pre-season,LAL,5,3,2,.600,10,52.2,0.174,7.4,23.1,41.7,1.167,21.7,20.0
2019-20,pre-season,DAL,4,2,2,.500,16,61.7,0.433,8.6,35.3,58.6,0.552,13.2,28.6
2019-20,pre-season,MIA,2,1,1,.500,9,52.4,0.381,12.5,45.5,62.5,0.583,26.3,28.6
2019-20,pre-season,MIN,2,1,1,.500,1,25.0,0.000,33.3,66.7,50.0,0.500,20.0,0.0
2019-20,pre-season,OKC,2,1,1,.500,5,63.6,0.364,0.0,28.6,22.7,0.545,6.7,22.2
2019-20,pre-season,PHX,2,1,1,.500,2,40.0,0.400,12.5,33.3,100,4.000,33.3,0.0
2019-20,pre-season,SAS,2,1,1,.500,6,42.9,0.714,30.8,25.0,60.0,0.700,0.0,28.6
2019-20,pre-season,UTA,4,2,2,.500,15,59.6,0.308,20.0,23.1,51.7,0.207,14.3,29.4
2019-20,pre-season,MEM,3,1,2,.333,3,14.3,0.571,37.5,83.3,57.1,0.143,12.5,25.0
2019-20,pre-season,NYK,3,1,2,.333,9,25.0,0.563,17.4,23.1,19.2,1.154,16.7,23.1
2019-20,pre-season,ORL,3,1,2,.333,5,33.3,1.333,15.4,0.0,45.0,0.600,0.0,33.3
2019-20,pre-season,PHI,3,1,2,.333,16,41.7,0.400,8.8,31.6,67.7,0.161,6.5,40.0
2019-20,pre-season,SAC,3,1,2,.333,17,55.8,0.692,13.5,26.7,60.3,0.235,22.5,50.0
2019-20,pre-season,POR,5,1,4,.200,3,50.0,0.800,12.5,25.0,80.0,0.600,25.0,0.0
2019-20,pre-season,CHA,2,0,2,.000,2,75.0,0.000,50.0,0.0,0.0,10.000,37.5,50.0
2019-20,pre-season,CHI,2,0,2,.000,5,25.0,0.400,18.2,44.4,78.6,0.857,9.1,0.0
2019-20,pre-season,CLE,1,0,1,.000,3,16.7,0.333,0.0,0.0,75.0,0.667,0.0,100
2019-20,pre-season,GSW,1,0,1,.000,0,0.0,0.000,0.0,0.0,150.0,0.000,0.0,0.0
2019-20,pre-season,WAS,5,0,5,.000,17,21.9,0.219,17.1,35.7,68.5,0.741,12.2,14.3
2019-20,regular-season,MIL,24,17,7,.708,74,47.1,0.410,13.2,38.1,44.6,0.554,13.3,25.0
2019-20,regular-season,UTA,41,28,13,.683,145,49.6,0.533,9.1,26.7,46.2,0.425,10.1,27.5
2019-20,regular-season,TOR,37,25,12,.676,131,56.8,0.646,12.1,29.3,49.1,0.380,16.4,31.2
2019-20,regular-season,LAL,30,20,10,.667,114,48.5,0.488,8.5,29.9,46.6,0.514,17.0,27.3
2019-20,regular-season,OKC,45,30,15,.667,191,55.6,0.569,12.1,31.6,48.2,0.337,16.2,30.1
2019-20,regular-season,DEN,45,29,16,.644,176,51.5,0.500,10.0,35.8,48.4,0.413,12.5,29.9
2019-20,regular-season,IND,36,22,14,.611,152,51.4,0.367,15.1,32.2,42.5,0.382,14.3,37.0
2019-20,regular-season,POR,37,22,15,.595,134,55.3,0.382,6.2,25.0,49.6,0.354,13.9,39.2
2019-20,regular-season,HOU,32,19,13,.594,112,50.2,0.505,11.5,33.3,41.1,0.385,13.5,35.4
2019-20,regular-season,LAC,32,19,13,.594,127,56.6,0.516,13.8,35.2,48.3,0.388,10.4,39.5
2019-20,regular-season,PHI,44,26,18,.591,135,48.9,0.561,14.7,29.7,49.5,0.647,12.2,25.6
2019-20,regular-season,BOS,42,23,19,.548,144,51.1,0.445,13.0,35.6,47.6,0.534,11.7,30.1
2019-20,regular-season,BKN,40,20,20,.500,175,48.4,0.450,12.8,39.6,46.9,0.374,11.1,32.5
2019-20,regular-season,CHA,34,17,17,.500,148,59.1,0.531,13.4,28.9,50.6,0.340,10.4,34.4
2019-20,regular-season,MIA,36,18,18,.500,153,44.2,0.533,9.1,30.1,51.7,0.371,10.2,32.1
2019-20,regular-season,SAC,39,19,20,.487,142,48.9,0.330,9.2,30.7,50.4,0.590,12.3,34.3
2019-20,regular-season,CLE,29,13,16,.448,132,47.6,0.361,15.6,43.2,46.2,0.344,6.5,32.9
2019-20,regular-season,MEM,30,13,17,.433,97,47.3,0.390,15.2,35.4,53.4,0.580,8.9,28.7
2019-20,regular-season,PHX,37,16,21,.432,130,48.9,0.580,11.6,26.1,50.4,0.628,10.3,26.6
2019-20,regular-season,DAL,41,17,24,.415,163,44.9,0.470,11.6,31.1,48.8,0.404,9.0,29.5
2019-20,regular-season,NYK,34,14,20,.412,137,46.5,0.395,11.7,39.6,47.0,0.523,12.8,26.8
2019-20,regular-season,ORL,34,14,20,.412,122,46.1,0.343,14.9,26.7,50.9,0.366,12.2,24.2
2019-20,regular-season,SAS,45,18,27,.400,175,49.4,0.376,9.1,25.6,49.2,0.437,11.3,33.3
2019-20,regular-season,WAS,35,14,21,.400,103,41.5,0.451,9.6,31.1,54.6,0.615,12.5,33.0
2019-20,regular-season,ATL,34,13,21,.382,129,41.4,0.404,13.0,33.5,45.5,0.468,12.8,34.4
2019-20,regular-season,CHI,38,13,25,.342,119,48.2,0.432,13.0,31.7,55.0,0.565,12.3,43.1
2019-20,regular-season,DET,30,10,20,.333,121,42.1,0.263,13.0,25.9,48.9,0.431,8.3,35.4
2019-20,regular-season,MIN,33,11,22,.333,112,43.6,0.537,10.3,36.7,52.5,0.458,10.4,28.2
2019-20,regular-season,NOP,41,13,28,.317,143,42.3,0.431,8.5,26.2,50.8,0.548,8.7,29.5
2019-20,regular-season,GSW,27,8,19,.296,100,48.6,0.387,12.1,27.5,56.3,0.603,8.4,29.1
2019-20,playoffs,MIA,14,11,3,.786,50,61.3,0.573,12.5,40.5,36.1,0.380,11.6,41.8
2019-20,playoffs,OKC,4,3,1,.750,22,42.5,0.425,18.4,39.3,40.0,0.150,23.5,21.4
2019-20,playoffs,TOR,6,4,2,.667,29,37.8,0.388,13.3,33.3,46.7,0.217,16.7,25.0
2019-20,playoffs,LAL,10,6,4,.600,26,37.0,0.420,13.0,40.5,54.7,0.563,12.2,4.8
2019-20,playoffs,DEN,11,6,5,.545,39,59.7,0.299,8.9,24.3,46.4,0.732,17.1,30.6
2019-20,playoffs,DAL,2,1,1,.500,13,54.3,0.130,16.0,30.8,61.4,0.409,3.8,16.7
2019-20,playoffs,POR,2,1,1,.500,5,77.8,0.000,25.0,0.0,37.5,0.750,0.0,0.0
2019-20,playoffs,BOS,13,6,7,.462,52,43.1,0.450,16.0,35.3,45.8,0.482,10.7,30.2
2019-20,playoffs,LAC,5,2,3,.400,20,56.3,0.594,2.5,16.7,57.4,0.235,15.0,26.3
2019-20,playoffs,UTA,4,1,3,.250,20,56.0,0.840,21.4,28.6,68.3,0.146,7.3,38.9
2019-20,playoffs,HOU,5,1,4,.200,22,40.0,0.150,23.5,21.4,45.1,0.415,18.0,39.3
2019-20,playoffs,MIL,5,1,4,.200,18,40.0,0.520,3.4,27.8,57.6,0.303,18.9,52.9
2019-20,playoffs,BKN,1,0,1,.000,2,25.0,0.000,20.0,0.0,66.7,1.000,14.3,0.0
2019-20,playoffs,IND,1,0,1,.000,4,50.0,0.200,14.3,0.0,20.0,1.200,28.6,75.0
2019-20,playoffs,PHI,3,0,3,.000,7,12.5,0.750,16.7,22.2,50.0,1.667,11.8,33.3
2019-20,all-star,-,1,1,0,1.000,0,36.7,0.667,400.0,9.1,17.9,1.000,600.0,14.3
2019-20,all-star,-,1,0,1,.000,0,17.9,1.000,600.0,14.3,36.7,0.667,400.0,9.1
2019-20,play-in,POR,1,1,0,1.000,5,80.0,0.900,0.0,42.9,28.6,0.286,37.5,66.7
2019-20,play-in,MEM,1,0,1,.000,5,28.6,0.286,37.5,66.7,80.0,0.900,0.0,42.9
2019-20,ist,TOR,1,1,0,1.000,8,60.7,0.714,11.1,42.9,53.6,0.143,12.5,12.5
2019-20,ist,NOP,1,0,1,.000,8,53.6,0.143,12.5,12.5,60.7,0.714,11.1,42.9
2020-21,pre-season,BKN,1,1,0,1.000,5,35.7,1.143,18.2,33.3,8.3,0.167,25.0,45.5
2020-21,pre-season,CHI,1,1,0,1.000,4,40.9,0.273,9.1,28.6,18.8,0.250,33.3,28.6
2020-21,pre-season,HOU,1,1,0,1.000,0,150.0,0.000,0.0,0.0,0.0,0.000,0.0,0.0
2020-21,pre-season,LAL,3,3,0,1.000,14,66.7,0.500,3.4,10.0,38.0,0.240,21.4,47.1
2020-21,pre-season,PHI,1,1,0,1.000,2,66.7,2.000,12.5,0.0,0.0,1.000,16.7,20.0
2020-21,pre-season,SAC,1,1,0,1.000,5,50.0,0.111,25.0,0.0,50.0,0.200,9.1,16.7
2020-21,pre-season,TOR,1,1,0,1.000,1,0.0,4.000,0.0,0.0,33.3,0.000,0.0,50.0
2020-21,pre-season,ATL,3,2,1,.667,10,59.4,0.813,20.7,27.3,42.9,0.714,17.9,38.9
2020-21,pre-season,CLE,3,2,1,.667,13,65.2,0.391,17.2,30.0,54.0,0.320,7.1,28.6
2020-21,pre-season,DET,2,1,1,.500,5,11.1,0.556,14.3,0.0,11.1,0.222,21.4,0.0
2020-21,pre-season,GSW,2,1,1,.500,10,39.5,0.474,13.0,30.8,40.6,0.438,26.1,18.2
2020-21,pre-season,MEM,2,1,1,.500,6,46.2,0.615,27.8,40.0,75.0,0.417,23.5,50.0
2020-21,pre-season,MIN,2,1,1,.500,10,50.0,0.273,4.3,33.3,18.8,0.625,9.1,15.4
2020-21,pre-season,NYK,2,1,1,.500,5,64.3,0.857,10.0,25.0,22.2,0.111,33.3,28.6
2020-21,pre-season,OKC,2,1,1,.500,7,19.2,0.154,35.3,36.4,28.1,0.188,6.3,16.7
2020-21,pre-season,ORL,4,2,2,.500,12,56.5,0.609,10.0,28.6,47.9,0.500,9.4,23.5
2020-21,pre-season,WAS,2,1,1,.500,9,10.5,0.211,25.0,29.4,17.9,0.857,14.3,15.4
2020-21,pre-season,CHA,3,1,2,.333,7,50.0,0.211,5.3,33.3,60.0,0.467,10.5,12.5
2020-21,pre-season,DAL,1,0,1,.000,8,13.3,0.400,5.6,15.4,47.2,0.333,5.0,30.0
2020-21,pre-season,DEN,1,0,1,.000,5,28.6,0.857,27.3,33.3,27.8,0.778,16.7,42.9
2020-21,pre-season,IND,3,0,3,.000,11,39.1,0.217,7.7,23.5,84.2,0.789,10.3,16.7
2020-21,pre-season,LAC,1,0,1,.000,4,62.5,0.250,57.1,50.0,83.3,1.000,0.0,0.0
2020-21,pre-season,PHX,2,0,2,.000,10,33.3,0.238,9.5,46.7,61.1,0.333,4.8,12.5
2020-21,pre-season,SAS,2,0,2,.000,2,0.0,0.000,0.0,0.0,41.7,0.000,33.3,50.0
2020-21,regular-season,PHI,34,25,9,.735,136,50.5,0.623,17.7,38.5,44.6,0.386,15.6,34.4
2020-21,regular-season,PHX,37,25,12,.676,160,48.5,0.413,8.5,32.4,50.2,0.480,11.4,30.5
2020-21,regular-season,BKN,40,27,13,.675,144,53.9,0.568,11.6,25.4,52.2,0.470,12.3,29.4
2020-21,regular-season,POR,37,24,13,.649,137,55.7,0.358,7.3,33.8,45.5,0.457,12.8,26.2
2020-21,regular-season,LAL,35,21,14,.600,140,51.9,0.272,11.4,33.8,48.6,0.336,13.1,25.2
2020-21,regular-season,CHA,31,18,13,.581,105,56.7,0.422,11.6,35.5,46.7,0.470,13.4,27.4
2020-21,regular-season,DEN,31,18,13,.581,145,56.6,0.383,11.5,26.9,49.4,0.393,13.0,31.7
2020-21,regular-season,UTA,30,17,13,.567,90,53.2,0.398,10.4,33.3,49.7,0.437,12.2,33.7
2020-21,regular-season,NYK,36,20,16,.556,162,49.6,0.438,10.9,25.1,44.4,0.453,14.7,24.7
2020-21,regular-season,DAL,33,18,15,.545,101,53.1,0.417,8.8,27.5,52.4,0.417,7.8,33.0
2020-21,regular-season,OKC,30,16,14,.533,105,47.7,0.457,15.7,27.9,48.4,0.380,11.5,27.2
2020-21,regular-season,MIA,34,18,16,.529,121,42.3,0.445,12.9,30.5,46.1,0.291,13.0,32.6
2020-21,regular-season,SAC,42,22,20,.524,148,51.3,0.431,12.0,28.3,51.7,0.593,12.9,34.6
2020-21,regular-season,ATL,36,18,18,.500,129,55.5,0.424,10.1,22.9,55.5,0.379,11.4,23.5
2020-21,regular-season,GSW,32,16,16,.500,112,51.8,0.276,12.4,35.4,55.0,0.485,11.3,32.8
2020-21,regular-season,IND,40,20,20,.500,168,51.1,0.309,14.8,20.1,48.3,0.423,14.0,28.0
2020-21,regular-season,MEM,38,19,19,.500,141,47.6,0.500,12.4,31.1,56.0,0.313,14.7,30.6
2020-21,regular-season,WAS,39,19,20,.487,169,51.1,0.452,10.6,29.1,48.7,0.438,9.4,23.4
2020-21,regular-season,LAC,34,16,18,.471,86,51.0,0.479,10.7,32.6,46.9,0.631,9.1,37.1
2020-21,regular-season,MIL,28,13,15,.464,98,53.0,0.401,14.9,23.0,51.8,0.266,9.9,27.4
2020-21,regular-season,MIN,39,18,21,.462,142,49.4,0.429,14.0,27.6,57.0,0.434,10.7,30.3
2020-21,regular-season,NOP,39,17,22,.436,158,47.5,0.548,12.7,34.6,48.1,0.334,11.8,26.0
2020-21,regular-season,ORL,30,13,17,.433,97,50.6,0.392,13.9,28.6,46.2,0.446,10.7,30.6
2020-21,regular-season,CLE,26,11,15,.423,106,49.7,0.544,16.9,24.8,54.5,0.385,15.1,29.5
2020-21,regular-season,SAS,38,16,22,.421,168,48.2,0.433,10.5,25.0,51.3,0.354,11.1,31.0
2020-21,regular-season,CHI,35,14,21,.400,125,51.1,0.452,14.3,31.5,52.1,0.530,11.2,23.9
2020-21,regular-season,BOS,43,17,26,.395,151,47.1,0.522,11.1,26.7,51.3,0.507,12.7,30.0
2020-21,regular-season,HOU,24,7,17,.292,80,41.6,0.595,13.5,28.7,50.7,0.513,10.6,34.4
2020-21,regular-season,TOR,39,11,28,.282,116,46.8,0.426,11.4,25.2,57.0,0.814,16.2,28.6
2020-21,regular-season,DET,32,7,25,.219,122,47.1,0.558,13.6,37.9,54.3,0.597,9.1,32.8
2020-21,playoffs,BOS,1,1,0,1.000,0,100,0.000,0.0,0.0,0.0,0.000,0.0,0.0
2020-21,playoffs,LAL,1,1,0,1.000,3,116.7,1.000,16.7,0.0,25.0,0.000,0.0,0.0
2020-21,playoffs,MIL,9,7,2,.778,44,48.2,0.518,5.6,37.5,37.0,0.315,11.9,27.5
2020-21,playoffs,DAL,4,3,1,.750,12,50.0,0.429,12.0,30.8,42.9,0.214,25.0,10.0
2020-21,playoffs,DEN,4,3,1,.750,15,68.0,0.680,6.3,40.0,48.1,0.148,10.3,29.4
2020-21,playoffs,ATL,9,6,3,.667,31,56.9,0.627,12.9,25.9,50.0,0.534,4.2,23.7
2020-21,playoffs,UTA,7,4,3,.571,10,67.6,0.647,0.0,25.0,40.0,0.350,9.1,41.7
2020-21,playoffs,NYK,2,1,1,.500,8,68.8,0.125,0.0,12.5,62.5,0.417,6.7,0.0
2020-21,playoffs,PHX,8,4,4,.500,22,38.3,0.500,17.4,14.3,50.0,0.571,4.3,37.9
2020-21,playoffs,WAS,2,1,1,.500,6,50.0,0.182,15.4,28.6,37.5,1.500,21.4,57.1
2020-21,playoffs,MEM,3,1,2,.333,6,35.7,0.143,8.3,44.4,75.0,1.125,0.0,25.0
2020-21,playoffs,PHI,7,2,5,.286,22,35.7,1.029,11.1,28.6,58.1,0.595,16.1,20.0
2020-21,playoffs,LAC,11,3,8,.273,28,40.2,0.488,13.0,25.8,52.1,0.447,13.6,25.9
2020-21,playoffs,BKN,4,1,3,.250,21,36.1,0.222,7.7,24.0,48.6,0.351,7.5,31.8
2020-21,playoffs,MIA,1,0,1,.000,10,43.3,0.333,15.8,18.2,36.7,1.067,10.0,35.7
2020-21,playoffs,POR,3,0,3,.000,15,48.1,0.074,11.1,29.4,68.0,0.680,6.3,40.0
2020-21,play-in,LAL,1,1,0,1.000,5,38.9,0.444,9.1,28.6,50.0,0.400,40.0,0.0
2020-21,play-in,MEM,2,2,0,1.000,10,68.4,0.474,9.1,44.4,50.0,0.533,15.8,50.0
2020-21,play-in,GSW,2,0,2,.000,12,66.7,0.467,26.1,42.9,52.2,0.304,8.3,35.7
2020-21,play-in,SAS,1,0,1,.000,3,0.0,0.600,16.7,33.3,90.0,1.200,11.1,50.0
2021-22,pre-season,BKN,2,2,0,1.000,9,38.2,0.588,13.6,27.3,23.5,0.412,14.3,26.7
2021-22,pre-season,CHI,2,2,0,1.000,8,64.3,0.500,12.5,66.7,40.9,0.636,31.3,30.0
2021-22,pre-season,DAL,1,1,0,1.000,1,83.3,0.000,0.0,100,0.0,0.000,0.0,0.0
2021-22,pre-season,GSW,3,3,0,1.000,10,60.0,0.200,16.0,9.1,47.2,0.167,18.2,18.2
2021-22,pre-season,IND,1,1,0,1.000,5,75.0,0.250,20.0,0.0,64.3,0.286,20.0,33.3
2021-22,pre-season,MIA,3,3,0,1.000,8,52.6,0.421,11.8,81.8,53.6,0.000,18.8,25.0
2021-22,pre-season,NYK,2,2,0,1.000,2,137.5,1.500,0.0,0.0,35.7,0.000,0.0,0.0
2021-22,pre-season,SAC,1,1,0,1.000,1,100,0.000,0.0,0.0,0.0,0.000,0.0,0.0
2021-22,pre-season,UTA,1,1,0,1.000,5,35.0,0.500,8.3,25.0,0.0,0.000,10.0,0.0
2021-22,pre-season,BOS,3,2,1,.667,13,60.4,0.375,17.9,53.8,46.2,0.115,8.7,52.9
2021-22,pre-season,MIN,3,2,1,.667,15,35.2,0.333,6.7,21.1,37.9,0.276,20.0,35.0
2021-22,pre-season,ATL,2,1,1,.500,8,58.3,0.000,15.8,22.2,18.2,0.909,23.8,27.3
2021-22,pre-season,CLE,2,1,1,.500,8,37.5,1.417,10.5,33.3,52.9,0.176,17.6,55.6
2021-22,pre-season,DET,2,1,1,.500,4,27.8,0.444,0.0,42.9,83.3,1.667,25.0,0.0
2021-22,pre-season,HOU,2,1,1,.500,6,66.7,1.111,16.7,37.5,43.8,0.750,14.3,0.0
2021-22,pre-season,LAC,2,1,1,.500,5,57.1,1.000,0.0,25.0,54.2,0.250,8.3,42.9
2021-22,pre-season,OKC,2,1,1,.500,10,33.3,0.000,15.0,26.7,53.1,0.125,15.8,18.2
2021-22,pre-season,SAS,2,1,1,.500,9,55.6,0.000,22.2,40.0,68.8,0.500,11.8,75.0
2021-22,pre-season,TOR,2,1,1,.500,8,46.7,0.400,6.3,45.5,40.0,0.267,22.2,30.0
2021-22,pre-season,ORL,3,1,2,.333,13,47.9,0.208,13.0,53.3,44.4,0.185,15.4,50.0
2021-22,pre-season,DEN,5,1,4,.200,29,50.9,0.132,18.0,30.3,43.8,0.268,7.0,24.3
2021-22,pre-season,CHA,1,0,1,.000,2,0.0,0.000,0.0,40.0,33.3,0.167,33.3,100
2021-22,pre-season,LAL,3,0,3,.000,6,20.0,0.300,16.7,22.2,66.7,0.083,18.8,0.0
2021-22,pre-season,MEM,3,0,3,.000,13,38.2,0.118,35.7,25.0,71.7,0.261,14.3,12.5
2021-22,pre-season,MIL,2,0,2,.000,10,10.5,0.368,8.7,15.8,45.0,0.450,12.5,30.8
